timestamp,consent_given
2025-05-23 12:53:36,True
2025-05-23 12:53:41,True
2025-05-23 12:58:57,True
2025-05-23 13:02:53,True
2025-05-23 13:05:35,True
2025-05-24 13:20:06,True
2025-05-24 13:23:58,True
2025-05-24 13:31:30,True
